,id,title,specs,author,link
86,ILLU_11516_327_0,"
            Maison Maria with a View of Château Noir
          ","
            Oil on canvas | 65 x 81cm | c. 1895
          ","
      Paul Cézanne
    ",
87,ILLU_11518_33_0,"
            Scène de comédie
          ","
            Huile sur panneau | 33 x 25cm | 1858 and 1862
          ","
      Honoré Daumier
    ",https://commons.wikimedia.org/wiki/File:Honor%C3%A9_Daumier_-_Scene_from_a_Comedy_-_WGA05959.jpg?uselang=fr
88,ILLU_11521_92_0,"
            Portrait of Alfred Bruyas
          ","
            Oil on canvas | 91 x 72cm | 1853
          ","
      Gustave Courbet
    ",https://commons.wikimedia.org/wiki/File:Courbet-Buyas-Fabre.jpg
89,ILLU_11547_61_0,"
            The Dance Class
          ","
            Oil on canvas | 83.5 x 77.2cm | 1874
          ","
      Edgar Degas
    ",https://www.metmuseum.org/art/collection/search/438817
90,ILLU_11557_51_0,"
            Interrupted Reading
          ","
            Oil on canvas mounted on board | 16 x 25in | c. 1870
          ","
      Jean Baptiste Camille Corot
    ",
91,ILLU_11557_55_0,"
            La Trinité-des-Monts (Rome, Italie)
          ","
            Huile sur toile | 0.45 x 0.74m | Vers 1830
          ","
      Camille Corot
    ",https://donate.louvre.fr/particuliers/~mon-don
92,ILLU_11564_195_0,"
            Autoportrait
          ","
            Huile sur toile | 70 x 55cm | 1917
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr
93,ILLU_11583_181_0,"
            Guinguette
          ","
            1886
          ","
      Vincent van Gogh
    ",
94,ILLU_11589_322_0,"
            The Guitar Player
          ","
            Oil on canvas | 53 x 46.3cm | c. 1670-1672
          ","
      Johannes Vermeer
    ",https://en.wikipedia.org/wiki/The_Guitar_Player_(Vermeer)
95,ILLU_11592_62_0,"
            Madame Cézanne (Hortense Fiquet, 1850–1922) in a Red Dress
          ","
            Oil on canvas | 116.5 x 89.5cm | 1888-90
          ","
      Paul Cézanne
    ",https://www.metmuseum.org/art/collection/search/435876
96,ILLU_11595_266_0,"
            Femmes d'Alger dans leur appartement
          ","
            Huile sur toile | 1.8 x 2.29m | Salon de 1834
          ","
      Eugène Delacroix
    ",https://donate.louvre.fr/particuliers/~mon-don
97,ILLU_11629_470_0,"
            Young Girl with a Fan
          ","
            Oil on canvas | 54 x 65cm | 1893
          ","
      Berthe Morisot
    ",
98,ILLU_11892_30316_1,"
            Seashore with a Fisherman
          ","
            Oil on canvas | 33.5 x 51cm | c. 1807
          ","
      Caspar David Friedrich
    ",https://sammlung.belvedere.at/objects/2496/meeresstrand-mit-fischer
99,ILLU_11999_127_1,"
            Gentleman of the Trivulzio Family
          ","
            Oil on wood panel | 42.9 x 29.1 x 0.7in | 1450 and 1528
          ","
      Bernardino dei Conti
    ",https://www.dia.org/art/collection/object/gentleman-trivulzio-family-41245
100,ILLU_12001_207_1,"
            The Battle of Constantine and Licinius
          ","
            Oil on wood panel | 14.6 x 22.6in | 1622
          ","
      Peter Paul Rubens
    ",https://art.nelson-atkins.org/objects/29227/the-battle-of-constantine-and-licinius
101,ILLU_12008_27283_2,"
            Madame Cézanne à la jupe rayée
          ","
            Huile sur toile | 72.5 x 56cm | 1877
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Madame_C%C3%A9zanne_dans_un_fauteuil_rouge%2C_par_Paul_C%C3%A9zanne.jpg?uselang=fr
102,ILLU_12038_204_0,"
            Judith and Her Maidservant with the Head of Holofernes
Judith with the Head of Holofernes
          ","
            Oil on canvas | 44.4 x 37.4 x 0.9in | 1570
          ","
      Titian
    ",https://www.dia.org/art/collection/object/judith-and-her-maidservant-head-holofernes-63581
103,ILLU_12196_2405_0,"
            The Plumed Hat
          ","
            Oil on canvas | 47.7 x 38.1cm | 1919
          ","
      Henri Matisse
    ",https://www.nga.gov/collection/art-object-page.46643.html
104,ILLU_12203_515208_0,"
            The Temptation of Christ on the Mountain
          ","
            Tempera on wood | 43 x 46cm | c. 1308
          ","
      Duccio
    ",https://commons.wikimedia.org/wiki/File:Duccio_-_The_Temptation_on_the_Mount.jpg
105,ILLU_12215_242504_1,"
            The sculpture
          ","
            1925
          ","
      Pablo Picasso
    ",
106,ILLU_12219_2803_0,"
            Portrait of Hendrickje Stoffels in silk wrap
          ","
            Oil on panel | 72.5 x 51.5cm | 1659
          ","
      Rembrandt
    ",https://commons.wikimedia.org/wiki/File:Rembrandt_-_Portrait_of_Hendrickje_Stoffels_-_Hendrickje_Stoffels_-_1659.jpg
107,ILLU_12436_264_0,"
            Portrait of Madame Paul Guillaume with a large hat
          ","
            Oil on canvas | 92 x 73cm | 1928
          ","
      André Derain
    ",
108,ILLU_12436_265_0,"
            Woman with violin
          ","
            Oil on canvas | 55 x 46cm | 1923
          ","
      Henri Matisse
    ",
109,ILLU_12436_266_0,"
            Corner of the Plateau of Bellevue
          ","
            Oil on canvas | 1902
          ","
      Henri Rousseau
    ",
110,ILLU_12651_905_2,"
            Port Scene with the Villa Medici
          ","
            Oil on canvas | 102 x 133cm | 1637
          ","
      Claude Lorrain
    ",https://commons.wikimedia.org/wiki/File:Lorrain.seaport.jpg
111,ILLU_12665_507_0,"
            Diego Martelli (1839 - 1896)
          ","
            Oil on canvas | 110.4 x 99.8cm | 1879
          ","
      Edgar Degas
    ",
112,ILLU_12765_2101_0,"
            Fruits, serviette et boîte à lait
          ","
            60 x 73cm | 1880 and 1881
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Fruits%2C_serviette_et_bo%C3%AEte_%C3%A0_lait.jpg?uselang=fr
113,ILLU_13062_112_0,"
            The Sorcerer of Hiva Oa (Marquesan Man in the Red Cape)
          ","
            Oil on canvas | 1902
          ","
      Paul Gauguin
    ",
114,ILLU_13084_317_0,"
            Napoleon's Stallion, Tamerlan
          ","
            Oil on canvas | 37 x 45.2cm
          ","
      Theodore Gericault
    ",
115,ILLU_13259_555_0,"
            Les Casseurs de pierres
          ","
            Huile sur toile | 165 x 257cm | 1849
          ","
      Gustave Courbet
    ",https://en.wikipedia.org/wiki/The_Stone_Breakers
116,ILLU_13284_211_0,"
            The Toll House
          ","
            Oil on canvas | 32.8 x 40.6cm | 1890
          ","
      Henri Rousseau
    ",
117,ILLU_13292_308_0,"
            Courtyard of the Hospital at Arles, The
          ","
            Oil on canvas | 73 x 92cm | 1889
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Garten_des_Hospitals_in_Arles1.jpeg
118,ILLU_13345_136_0,"
            Young Boy Peeling a Pear
          ","
            Oil on canvas | 85 x 71cm | 1868
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Edouard_Manet_007.jpg
119,ILLU_13357_212_1,"
            Champ de blé aux corbeaux
          ","
            Huile sur toile | 50.2 x 103cm | 1890
          ","
      Vincent van Gogh
    ",https://en.wikipedia.org/wiki/Wheatfield_with_Crows
120,ILLU_13363_314_0,"
            Woman in a Straw Hat
          ","
            Oil on canvas | 1880
          ","
      Auguste Renoir
    ",
121,ILLU_13368_72_0,"
            Nice, souvenir de la promenade des Anglais
          ","
            Peinture à l'huile, Toile (matériau) | 38.5 x 50cm | 1880
          ","
      Henri de Toulouse-Lautrec
    ",https://parismuseescollections.paris.fr/node/227099
122,ILLU_13368_78_0,"
            Yvette Gilbert Singing
          ","
            Essence, cardboard | 57 x 42cm | 1894
          ","
      Henri de Toulouse-Lautrec
    ",
123,ILLU_13377_348_0,"
            The Treasurer
          ","
            Oil on canvas | 74 x 59cm | 1910
          ","
      Oskar Kokoschka
    ",https://sammlung.belvedere.at/objects/8248/der-rentmeister
124,ILLU_13408_308_0,"
            Harlequin
          ","
            1918
          ","
      Pablo Picasso
    ",
125,ILLU_14279_119_0,"
            The Huntsman's Picnic
          ","
            Oil on canvas | 1858
          ","
      Gustave Courbet
    ",
126,ILLU_14279_120_0,"
            Luncheon in the Studio
          ","
            Oil on canvas | 118 x 153.9cm | 1868
          ","
      Édouard Manet
    ",https://en.wikipedia.org/wiki/Luncheon_in_the_Studio
127,ILLU_14279_122_0,"
            Children's Afternoon at Wargemont
          ","
            Oil on canvas | 127 x 173cm | 1884
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_L%27apr%C3%A8s-midi_des_enfants_%C3%A0_Wargemont_-_Google_Art_Project.jpg
128,ILLU_14279_127_0,"
            Portrait of Josephine Gaujelin
          ","
            Oil on canvas | 35 x 26.5cm | 1867
          ","
      Edgar Degas
    ",
129,ILLU_14289_271_0,"
            Around the Fish
          ","
            Oil and tempera on canvas mounted on cardboard | 46.7 x 63.8cm | 1926
          ","
      Paul Klee
    ",
130,ILLU_14307_347_1,"
            Mandolin, Glass, Pot and Fruit
          ","
            Oil on canvas | 81 x 116cm | 1927
          ","
      Georges Braque
    ",
131,ILLU_14311_283_0,"
            Pot of Geraniums
          ","
            Oil on linen | 41.3 x 33.3cm | 1912
          ","
      Henri Matisse
    ",https://www.nga.gov/collection/art-object-page.46516.html
132,ILLU_14351_140_1,"
            Portrait d'Ambroise Vollard au chat
          ","
            Peinture à l'huile, Toile (matériau) | 96.5 x 111cm | Vers 1924
          ","
      Pierre Bonnard
    ",https://parismuseescollections.paris.fr/node/226445
133,ILLU_14369_168_3,"
            Portrait of Christine Freifrau von Schönberg
          ","
            Oil on canvas | 92 x 78cm | 1864 or 1868
          ","
      Ferdinand von Rayski
    ",https://commons.wikimedia.org/wiki/File:Ferdinand_von_Rayski_-_Bildnis_der_Freifrau_Christine_von_Sch%C3%B6nberg_-_Google_Art_Project.jpg
134,ILLU_14415_51_0,"
            The Wolf of Agubbio
          ","
            1877
          ","
      Luc-Olivier Merson
    ",
135,ILLU_14489_122_0,"
            Children's Afternoon at Wargemont
          ","
            Oil on canvas | 127 x 173cm | 1884
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_L%27apr%C3%A8s-midi_des_enfants_%C3%A0_Wargemont_-_Google_Art_Project.jpg
136,ILLU_14489_124_0,"
            After the Luncheon
          ","
            Oil on canvas | 81.3 x 100.5cm | 1879
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_After_the_Luncheon_-_Google_Art_Project.jpg
137,ILLU_14489_128_0,"
            Portrait&nbsp;of&nbsp;the couple&nbsp;Sisley
          ","
            Oil on canvas | 75 x 105cm | 1868
          ","
      Auguste Renoir
    ",
138,ILLU_14975_263_2,"
            Camille Monet (1847–1879) on a Garden Bench
          ","
            Oil on canvas | 60.6 x 80.3cm | 1873
          ","
      Claude Monet
    ",https://www.metmuseum.org/art/collection/search/438003
139,ILLU_14975_265_0,"
            In the Oise Valley
          ","
            Oil on canvas | 1874
          ","
      Paul Cézanne
    ",
140,ILLU_14978_329_1,"
            Arab Fantasia
          ","
            Color on canvas | 60.5 x 74.5cm
          ","
      Eugène Delacroix
    ",https://commons.wikimedia.org/wiki/File:Fantasia_arabe.png
141,ILLU_14978_330_0,"
            The Wave
          ","
            Oil on canvas | 63 x 92cm | c. 1869
          ","
      Gustave Courbet
    ",https://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_The_Wave_-_WGA5517.jpg
142,ILLU_14978_332_2,"
            After the Luncheon
          ","
            Oil on canvas | 81.3 x 100.5cm | 1879
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_After_the_Luncheon_-_Google_Art_Project.jpg
143,ILLU_14985_310_1,"
            Painting of&nbsp;a tennis court&nbsp;Castle&nbsp;Guernon&nbsp;Ranville
          ","
            1907
          ","
      Édouard Vuillard
    ",
144,ILLU_15047_24_0,"
            Réunion dans un parc au temps des Valois
          ","
            Peinture à l'huile, Toile (matériau) | 152 x 251cm | 1874
          ","
      Adolphe Monticelli
    ",https://parismuseescollections.paris.fr/node/227064
145,ILLU_15065_15_0,"
            The Artist's Mother
          ","
            Crayon on paper | 1883
          ","
      Georges Seurat
    ",
146,ILLU_15179_3_0,"
            Venus with an Organist and Cupid
          ","
            Oil on canvas | 150.2 x 218.2cm | 1555
          ","
      Titian
    ",https://commons.wikimedia.org/wiki/File:Titian_-_Venus_with_Organist_and_Cupid_-_WGA22896.jpg
147,ILLU_15213_546_0,"
            Bathing boys
          ","
            Oil on canvas | 113 x 152cm | 1900
          ","
      Max Liebermann
    ",
148,ILLU_15318_178_2,"
            Death and the Miser, from The Dance of Death
          ","
            Woodcut on paper | 1523
          ","
      Hans Holbein le Jeune
    ",
149,ILLU_15357_129_0,"
            Self-Portrait
          ","
            Oil on lime | 67.1 x 48.9cm | 1500
          ","
      Albrecht Dürer
    ","https://en.wikipedia.org/wiki/Self-Portrait_(D%C3%BCrer,_Munich)"
150,ILLU_15432_172_1,"
            Croquet
          ","
            Oil on canvas | 72.5 x 106cm | 1873
          ","
      Édouard Manet
    ",
151,ILLU_15680_62_0,"
            The Artist's Family
          ","
            c. 1528
          ","
      Hans Holbein the Younger
    ","https://commons.wikimedia.org/wiki/File:The_Artist's_Family,_by_Hans_Holbein_the_Younger.jpg"
152,ILLU_15691_118_1,"
            Death and the Abbott
          ","
            Woodcut on paper | 1538
          ","
      Hans Holbein le Jeune
    ",
153,ILLU_15720_407_0,"
            Preparation for the Funeral
          ","
            Oil on canvas | 49 x 80cm | 1869
          ","
      Paul Cézanne
    ",
154,ILLU_15860_1_1,"
            Nemesis (The Great Fortune)
          ","
            Engraving, ii/ii | 13 x 8.9in | 1501-1502
          ","
      Albrecht Dürer
    ",https://art.nelson-atkins.org/objects/16247/nemesis-the-great-fortune
155,ILLU_15980_405_0,"
            Portrait of Daniel-Henry Kahnweiler
          ","
            Oil on canvas | 100.5 x 73cm | 1910
          ","
      Pablo Picasso
    ",
156,ILLU_15987_450_0,"
            La Femme au Violon
          ","
            1911
          ","
      Pablo Picasso
    ",
157,ILLU_16027_424_0,"
            Juno
          ","
            Oil on canvas | 127 x 107.5cm | c. 1662-1665
          ","
      Rembrandt
    ",https://commons.wikimedia.org/wiki/File:Rembrandt_61035.jpg
158,ILLU_16297_130_0,"
            Air clair
          ","
            Huile et tempera sur toile | 34 x 52.3cm | 1901
          ","
      Wassily Kandinsky
    ",https://commons.wikimedia.org/wiki/File:Kandinsky_-_Helle_Luft%2C_1901.jpg?uselang=fr
159,ILLU_16297_133_0,"
            Park of St. Cloud with horseman
          ","
            Oil on canvas | 1906
          ","
      Vassily Kandinsky
    ",
160,ILLU_16299_337_3,"
            Diver&nbsp;on a yellow background
          ","
            
          ","
      Fernand Léger
    ",
0,ILLU_10332_137_0,"
            The Rest, portrait of Berthe Morisot
          ","
            Oil on canvas | 148 x 111cm | 1870
          ","
      Édouard Manet
    ",
1,ILLU_10347_335_0,"
            Le Café-concert aux ambassadeurs
          ","
            Pastell auf monotypie | 37 x 27cm | 1876-1877
          ","
      Edgar Degas
    ",https://commons.wikimedia.org/wiki/File:Edgar_Germain_Hilaire_Degas_038.jpg
2,ILLU_10365_18_0,"
            The Green Dress
          ","
            1919
          ","
      Henri Matisse
    ",
3,ILLU_10366_47_0,"
            The Bathers
          ","
            Oil on canvas | 227 x 193cm | c. 1853
          ","
      Gustave Courbet
    ",https://commons.wikimedia.org/wiki/File:Les_Baigneuses-Courbet.jpg
4,ILLU_10394_356_0,"
            La barricade, rue de la Mortellerie, juin 1848
          ","
            Huile sur toile | 0.29 x 0.22m | Salon de 1850 - 1851
          ","
      Ernest Meissonier
    ",https://commons.wikimedia.org/wiki/File:Meissonier_Barricade.jpg
5,ILLU_10397_155_0,"
            Portrait de M. et Mme Auguste Manet
          ","
            Huile sur toile | 111.5 x 93cm | 1860
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/Portrait_de_M._et_Mme_Auguste_Manet
6,ILLU_10398_339_0,"
            Étude de deux tigres, dit aussi Jeune tigre jouant avec sa mère
          ","
            1.3 x 1.95m | Salon de 1831
          ","
      Eugène Delacroix
    ",https://donate.louvre.fr/particuliers/~mon-don
7,ILLU_10446_104_0,"
            Oannès: I, the first consciousness of chaos, arose from the abyss that I might harden matter, and give law unto forms (plate 14)
          ","
            Lithography on paper | 1896
          ","
      Odilon Redon
    ",
8,ILLU_10448_187_0,"
            Le Printemps
          ","
            Huile sur toile | 86 x 111cm | c. 1868
          ","
      Jean-François Millet
    ",https://commons.wikimedia.org/wiki/File:Jean-Fran%C3%A7ois_Millet_%28II%29_-_Spring_-_WGA15693.jpg
9,ILLU_10462_29_0,"
            Die alte Pariserin
          ","
            1870
          ","
      Wilhelm Leibl
    ",
10,ILLU_10466_477_0,"
            Self-Portrait with Palette
          ","
            Oil on canvas | 92 x 73cm | 1890
          ","
      Paul Cézanne
    ",
11,ILLU_10466_524_0,"
            The Fishermen (Fantastic Scene)
          ","
            Oil on canvas | 55.2 x 81.9cm | c. 1875
          ","
      Paul Cézanne
    ",https://www.metmuseum.org/art/collection/search/438136
12,ILLU_10471_495_0,"
            Madame de La Poupliniere
          ","
            Pastel
          ","
      Quentin de La Tour
    ",
13,ILLU_10471_498_0,"
            Mademoiselle Camargo
          ","
            Pastel
          ","
      Quentin de La Tour
    ",
14,ILLU_10479_239_0,"
            Portrait de M. et Mme Auguste Manet
          ","
            Huile sur toile | 111.5 x 93cm | 1860
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/Portrait_de_M._et_Mme_Auguste_Manet
15,ILLU_10487_103_0,"
            Tahitian women under the palms
          ","
            Oil on canvas | 1892
          ","
      Paul Gauguin
    ",
16,ILLU_10490_646_0,"
            The Lute Player
          ","
            Oil on canvas | 143.5 x 129cm | c. 1612/1620
          ","
      Orazio Gentileschi
    ",https://www.nga.gov/collection/art-object-page.46434.html
17,ILLU_10556_268_0,"
            Lady Sealing a Letter
          ","
            Oil on canvas | 146 x 147cm | 1732
          ","
      Jean Siméon Chardin
    ",
18,ILLU_10649_233_0,"
            The Sea at Amsterdam
          ","
            1874
          ","
      Claude Monet
    ",
19,ILLU_10670_176_0,"
            Apple Trees in Flower, Spring Morning (Pommiers en Fleurs Louveciennes)
          ","
            Oil on canvas | 50 x 73cm | 1873
          ","
      Alfred Sisley
    ",
20,ILLU_10670_189_0,"
            The Road from Versailles to Saint-Germain
          ","
            Oil on canvas | 51.1 x 65.1cm | 1875
          ","
      Alfred Sisley
    ",https://www.getty.edu/art/collection/objects/127289/alfred-sisley-the-road-from-versailles-to-saint-germain-english-1875/
21,ILLU_10670_193_0,"
            The Plain of Auvers
          ","
            Oil on canvas | 50 x 101cm | 1890
          ","
      Vincent van Gogh
    ",https://sammlung.belvedere.at/objects/9/die-ebene-von-auvers
22,ILLU_10670_197_0,"
            Interior
          ","
            Oil on cardboard | 51 x 67cm | 1902
          ","
      Édouard Vuillard
    ",
23,ILLU_10672_149_0,"
            Le Boulevard Des Capucines
          ","
            Oil on canvas | 61 x 80cm | 1873
          ","
      Claude Monet
    ",http://www.arts-museum.ru/
24,ILLU_10708_140_0,"
            Marguerite in the Church with the Evil Spirits
          ","
            Lithography | 1828
          ","
      Eugène Delacroix
    ",
25,ILLU_10719_133_1,"
            View of Vétheuil
          ","
            Oil on canvas | 60 x 100cm | 1880
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Monet_Ansicht_von_Vetheuil.jpg
26,ILLU_10737_6_0,"
            Madame Granger
          ","
            0.65 x 0.56m
          ","
      Jean-Pierre Granger
    ",https://donate.louvre.fr/particuliers/~mon-don
27,ILLU_10791_544_0,"
            Repas de paysans
          ","
            Huile sur toile | 0.97 x 1.22m | 1642
          ","
      Le Nain
    ",
28,ILLU_10881_197_0,"
            Place de la Concorde
          ","
            Oil on canvas | 78.4 x 117.5cm | 1875
          ","
      Edgar Degas
    ",
29,ILLU_10947_533_0,"
            The lecture by emile verhaeren
          ","
            Oil on canvas | 181 x 241cm | 1903
          ","
      Théo van Rysselberghe
    ",https://en.wikipedia.org/wiki/The_Lecture_of_Emile_Verhaeren
30,ILLU_10955_38_0,"
            Oarsmen at Chatou
          ","
            Oil on canvas | 81.2 x 100.2cm | 1879
          ","
      Auguste Renoir
    ",https://www.nga.gov/collection/art-object-page.39759.html
31,ILLU_10962_312_0,"
            The Old Musician
          ","
            Oil on canvas | 187.4 x 248.2cm | 1862
          ","
      Edouard Manet
    ",https://www.nga.gov/collection/art-object-page.46637.html
32,ILLU_10966_140_0,"
            Tulips in a Vase
          ","
            Oil on canvas | 72.5 x 42cm | 1892
          ","
      Paul Cézanne
    ",
33,ILLU_10976_212_0,"
            Self-Portrait
          ","
            Oil on canvas | 1887
          ","
      Vincent van Gogh
    ",
34,ILLU_10988_471_0,"
            Lovers
          ","
            1875
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Auguste_Renoir_-_Lovers_-_Google_Art_Project.jpg
35,ILLU_11285_98_0,"
            La Chambre de Van Gogh à Arles
          ","
            Huile sur toile | 570 x 740cm | 1889
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Van_Gogh's_Bedroom_in_Arles_-_Google_Art_Project.jpg
36,ILLU_11290_138_0,"
            The Railway
          ","
            Oil on canvas | 93.3 x 111.5cm | 1873
          ","
      Edouard Manet
    ",https://www.nga.gov/collection/art-object-page.43624.html
37,ILLU_11305_393_0,"
            L'Estaque. View through the Trees
          ","
            Oil on canvas | 44.7 x 53.4cm | 1879
          ","
      Paul Cézanne
    ",
38,ILLU_11305_395_0,"
            Avenue at Chantilly
          ","
            Oil on canvas | 82 x 66cm | 1888
          ","
      Paul Cézanne
    ",https://www.nationalgallery.org.uk/paintings/paul-cezanne-avenue-at-chantilly
39,ILLU_11309_98_0,"
            Nature morte : fruits sur une table
          ","
            Huile sur toile | 45 x 73.5cm | 1864
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Fruits_sur_une_table.jpg?uselang=fr
40,ILLU_11340_626_2,"
            L'Arlésienne
          ","
            Huile sur toile | 93 x 74cm | 1888
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_L%27_Arl%C3%A9sienne_-_Madame_Ginoux_mit_Hnadschuhen_und_Schirm.jpeg?uselang=fr
41,ILLU_11340_644_2,"
            Landscape with Alphonse Daudet's Windmill
          ","
            Ink on paper | 1888
          ","
      Vincent van Gogh
    ",
42,ILLU_11363_120_1,"
            Queen Isabella
          ","
            Oil on canvas | 1908
          ","
      Pablo Picasso
    ",
43,ILLU_11363_22_1,"
            Bathing on the Seine (""La Grenouillere"")
          ","
            Oil on canvas | 59 x 80cm | 1869
          ","
      Auguste Renoir
    ",http://www.arts-museum.ru/
44,ILLU_11367_186_1,"
            Self Portrait from L'ile Saint Louis
          ","
            Oil on canvas | 113 x 146cm | 1890
          ","
      Henri Rousseau
    ",
45,ILLU_11374_400_1,"
            Still life with the mandolin
          ","
            Oil on canvas | 97 x 130cm | 1924
          ","
      Pablo Picasso
    ",
46,ILLU_11383_146_0,"
            Dressing the Dead Girl (Dressing the Bride)
          ","
            Oil on canvas | 1855
          ","
      Gustave Courbet
    ",
47,ILLU_11390_729_1,"
            The Vengeance of Hop-Frog
          ","
            Hand-colored etching | 35.1 x 24.8cm | 1898
          ","
      James Ensor
    ",https://art.nelson-atkins.org/objects/19595/the-vengeance-of-hopfrog
48,ILLU_11395_467_0,"
            Young man with cap
          ","
            Oil on canvas | 47.5 x 39cm | 1888
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Junger_Mann_mit_M%C3%BCtze.jpeg
49,ILLU_11407_302_0,"
            Wildflowers in a Long Neck Vase
          ","
            Oil on canvas | 65.4 x 50.5cm | c. 1912
          ","
      Odilon Redon
    ",
50,ILLU_11412_1017_2,"
            Four Girls in Åsgårdstrand
          ","
            Oil on canvas | 87 x 111cm | 1903
          ","
      Edvard Munch
    ",https://commons.wikimedia.org/wiki/File:Edvard_Munch_-_Four_Girls_in_%C3%85sg%C3%A5rdstrand_-_Google_Art_Project.jpg
51,ILLU_11420_153_0,"
            Roses and Jasmine in a Delft Vase
          ","
            Oil on canvas | 1881
          ","
      Auguste Renoir
    ",
52,ILLU_11426_375_0,"
            Les Joueurs de Cartes
          ","
            Huile sur toile | 1894
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Card_Players-Paul_Cezanne.jpg
53,ILLU_11432_231_1,"
            Valley of the Lot at Vers
          ","
            1912
          ","
      André Derain
    ",
54,ILLU_11438_543_0,"
            Marc Trapadoux is Examining the Book of Prints
          ","
            41 x 32cm | 1848
          ","
      Gustave Courbet
    ",
55,ILLU_11438_543_1,"
            Autoportrait dit Courbet au chien noir
          ","
            Peinture à l'huile | 46.5 x 55.5cm | 1842-1844
          ","
      Gustave Courbet
    ",https://parismuseescollections.paris.fr/node/227075
56,ILLU_11438_546_0,"
            Bouquet of flowers
          ","
            Oil on canvas
          ","
      Gustave Courbet
    ",
57,ILLU_11462_204_0,"
            Life
          ","
            Oil on canvas | 196.5 x 128.5cm | 1903
          ","
      Pablo Picasso
    ",
58,ILLU_11462_206_0,"
            Kallan
          ","
            1923
          ","
      Pablo Picasso
    ",
59,ILLU_11463_111_0,"
            The Toll House
          ","
            Oil on canvas | 32.8 x 40.6cm | 1890
          ","
      Henri Rousseau
    ",
60,ILLU_11463_112_0,"
            Portrait of a Woman
          ","
            Oil on canvas | 150 x 160cm | 1895
          ","
      Henri Rousseau
    ",
61,ILLU_11484_205_0,"
            Landscape
          ","
            Oil on canvas | 38.5 x 56cm | 1860
          ","
      Jean-Baptiste Camille Corot
    ",
62,ILLU_11501_227_0,"
            Portrait of Madame Aymon, La belle Zélie
          ","
            Oil on canvas | 1806
          ","
      Jean-Auguste-Dominique Ingres
    ",
63,ILLU_11501_231_0,"
            Portrait of Delphine Ramel
          ","
            Huile sur toile | 53 x 65cm | 1859
          ","
      Jean-Auguste-Dominique Ingres
    ",https://en.wikipedia.org/wiki/Portrait_of_Madame_Ingres
64,ILLU_11502_291_0,"
            St. Dorothy with the Basket of Flowers
          ","
            Chalk on paper | 35.8 x 25.6cm | 1520
          ","
      Matthias Grünewald
    ",
65,ILLU_11511_168_0,"
            Boaters at Argenteuil
          ","
            1874
          ","
      Claude Monet
    ",
66,ILLU_11512_213_0,"
            Four Bathers
          ","
            Oil on canvas | 35 x 39.5cm | 1880
          ","
      Paul Cézanne
    ",
67,ILLU_11514_244_0,"
            Victoria Dubourg
          ","
            Oil on canvas | 813 x 648mm | 1868-1869
          ","
      Edgar Degas
    ",https://commons.wikimedia.org/wiki/File:Edgar_Degas_-_Victoria_Dubourg_-_Google_Art_Project.jpg
0,ILLU_11514_246_0,"
            Portrait of Mlle. Hortense Valpinçon
          ","
            Oil on mattress ticking | 29.8 x 44.8in | c. 1871
          ","
      Edgar Degas
    ",https://collections.artsmia.org/art/774
1,ILLU_11524_154_0,"
            The Red Couch
          ","
            1920
          ","
      Henri Matisse
    ",
2,ILLU_11535_427_0,"
            Cephalus and Aurora
          ","
            Oil on canvas | 96.9 x 131.3cm | c. 1630
          ","
      Nicolas Poussin
    ",https://www.nationalgallery.org.uk/paintings/nicolas-poussin-cephalus-and-aurora
3,ILLU_11536_441_0,"
            Bal du moulin de la Galette
          ","
            Huile sur toile | 1876
          ","
      Pierre-Auguste Renoir
    ",https://en.wikipedia.org/wiki/Bal_du_moulin_de_la_Galette
4,ILLU_11536_443_0,"
            Odalisque in Red Culottes
          ","
            Oil on canvas | 67 x 84cm | 1921
          ","
      Henri Matisse
    ",
